"","Gemeinde","E_KOORD","N_KOORD","RELI","B21BTOT","B20BTOT","B19BTOT","B18BTOT","B17BTOT","B16BTOT","B15BTOT","B14BTOT","B13BTOT","B12BTOT","B11BTOT"
"2171","Baden",2664700,1258400,66472584,43,44,44,15,15,15,15,15,11,11,11
"2172","Baden",2664700,1258000,66472580,15,17,16,15,12,12,12,10,11,12,11
"2173","Baden",2664700,1257900,66472579,73,73,74,76,66,67,66,61,60,63,66
"2174","Baden",2664700,1257800,66472578,65,72,68,66,67,68,71,74,62,58,60
"2175","Baden",2664700,1257700,66472577,3,3,3,3,3,3,3,3,3,3,3
"2176","Fislisbach",2664700,1255100,66472551,3,3,3,3,3,3,3,3,3,3,3
"2177","Fislisbach",2664700,1254700,66472547,24,25,29,29,29,29,27,28,25,25,31
"2178","Fislisbach",2664700,1254600,66472546,18,38,38,39,41,38,36,28,25,22,21
"2179","Fislisbach",2664700,1254400,66472544,83,74,96,99,102,94,87,89,96,82,70
"2180","Fislisbach",2664700,1254300,66472543,29,42,43,38,38,38,43,42,42,42,39
"2181","Fislisbach",2664700,1254200,66472542,10,12,12,13,12,12,14,12,14,13,12
"2182","Fislisbach",2664700,1253300,66472533,14,17,18,17,17,17,17,16,15,18,18
"2183","Niederrohrdorf",2664700,1253300,66472533,14,17,18,17,17,17,17,16,15,18,18
"2184","Niederrohrdorf",2664700,1253200,66472532,41,41,40,40,38,39,39,39,40,42,33
"2185","Stetten (AG)",2664700,1250600,66472506,7,7,7,7,7,7,7,7,3,3,3
"2186","Obersiggenthal",2664600,1260300,66462603,21,29,30,25,25,20,20,20,15,17,17
"2187","Obersiggenthal",2664600,1260200,66462602,43,46,43,42,37,38,38,37,38,43,39
"2188","Obersiggenthal",2664600,1260100,66462601,56,65,67,62,57,66,69,71,69,69,70
"2189","Obersiggenthal",2664600,1260000,66462600,83,109,113,90,99,107,94,90,83,93,76
"2190","Obersiggenthal",2664600,1259900,66462599,59,32,31,24,17,19,22,20,22,19,26
"2191","Obersiggenthal",2664600,1259800,66462598,71,71,70,72,72,75,59,62,65,58,55
"2192","Baden",2664600,1259700,66462597,24,30,26,24,26,30,33,34,39,39,39
"2193","Obersiggenthal",2664600,1259700,66462597,24,30,26,24,26,30,33,34,39,39,39
"2194","Baden",2664600,1259500,66462595,58,59,56,56,60,59,56,57,53,51,59
"2195","Baden",2664600,1259400,66462594,50,54,56,45,47,47,49,47,50,50,48
"2196","Baden",2664600,1258600,66462586,10,10,10,9,9,11,11,11,11,14,13
"2197","Baden",2664600,1258500,66462585,35,37,35,36,35,35,36,39,35,36,39
"2198","Baden",2664600,1258400,66462584,16,11,10,6,7,7,7,7,7,7,7
"2199","Baden",2664600,1258000,66462580,3,3,3,3,3,3,3,5,5,5,6
"2200","Baden",2664600,1257900,66462579,60,77,80,81,79,77,74,79,76,75,73
"2201","Baden",2664600,1257800,66462578,55,55,60,57,61,50,50,37,52,55,57
"2202","Baden",2664600,1257700,66462577,15,15,15,15,15,16,15,12,12,12,12
"2203","Baden",2664600,1255500,66462555,5,5,5,5,5,5,5,5,5,5,5
"2204","Fislisbach",2664600,1254800,66462548,6,6,6,6,6,6,6,6,6,6,7
"2205","Fislisbach",2664600,1254300,66462543,37,24,22,23,20,3,3,3,3,3,3
"2206","Fislisbach",2664600,1254200,66462542,71,61,62,61,63,69,69,17,11,8,7
"2207","Fislisbach",2664600,1254100,66462541,10,12,12,11,8,8,8,3,4,4,4
"2208","Fislisbach",2664600,1253800,66462538,3,3,3,3,3,3,3,3,3,3,3
"2209","Fislisbach",2664600,1253300,66462533,30,28,27,30,32,16,11,12,8,10,11
"2210","Niederrohrdorf",2664600,1253300,66462533,30,28,27,30,32,16,11,12,8,10,11
"2211","Niederrohrdorf",2664600,1253200,66462532,8,8,8,8,8,8,8,8,8,8,8
"2212","Niederrohrdorf",2664600,1252900,66462529,3,3,3,3,3,3,3,3,3,3,3
"2213","Stetten (AG)",2664600,1251000,66462510,6,6,6,6,6,6,6,6,6,6,6
"2214","Obersiggenthal",2664500,1260500,66452605,8,21,21,22,28,27,27,27,8,10,10
"2215","Obersiggenthal",2664500,1260400,66452604,16,7,8,8,9,10,10,9,16,17,19
"2216","Obersiggenthal",2664500,1260300,66452603,30,37,37,37,35,32,33,35,34,30,29
"2217","Obersiggenthal",2664500,1260200,66452602,102,102,96,91,86,94,90,94,86,87,85
"2218","Obersiggenthal",2664500,1260100,66452601,120,116,116,115,128,146,140,133,138,143,137
"2219","Obersiggenthal",2664500,1260000,66452600,38,32,34,42,41,39,37,32,40,41,41
"2220","Obersiggenthal",2664500,1259900,66452599,3,3,3,3,3,3,3,3,3,4,3
"2221","Obersiggenthal",2664500,1259800,66452598,66,69,71,79,79,78,79,81,73,72,71
"2222","Baden",2664500,1259700,66452597,40,29,25,17,18,23,24,26,41,38,39
"2223","Obersiggenthal",2664500,1259700,66452597,40,29,25,17,18,23,24,26,41,38,39
"2224","Baden",2664500,1259600,66452596,11,11,11,12,12,11,11,172,171,179,180
"2225","Baden",2664500,1259500,66452595,180,185,185,179,183,192,188,19,19,20,21
"2226","Baden",2664500,1259400,66452594,60,53,53,48,48,45,49,52,40,41,43
"2227","Baden",2664500,1259300,66452593,12,14,13,15,14,16,15,16,16,17,16
"2228","Baden",2664500,1258600,66452586,16,18,20,20,17,18,8,8,10,9,10
"2229","Baden",2664500,1258500,66452585,28,26,27,26,26,28,26,27,29,29,20
"2230","Baden",2664500,1258400,66452584,32,30,28,28,32,30,30,32,33,29,4
"2231","Baden",2664500,1257900,66452579,44,47,48,50,50,49,50,51,51,53,53
"2232","Baden",2664500,1257800,66452578,79,99,92,98,98,100,94,81,77,76,78
"2233","Baden",2664500,1257700,66452577,35,36,34,34,35,35,35,57,53,55,52
"2234","Baden",2664500,1255600,66452556,4,4,4,4,4,4,4,4,4,4,4
"2235","Fislisbach",2664500,1255100,66452551,15,15,16,16,16,14,14,15,18,19,19
"2236","Fislisbach",2664500,1255000,66452550,54,47,48,45,48,46,52,54,53,59,52
"2237","Fislisbach",2664500,1254500,66452545,19,13,12,13,8,13,13,15,15,16,16
"2238","Fislisbach",2664500,1254400,66452544,19,25,26,27,26,26,25,21,21,20,20
"2239","Fislisbach",2664500,1254300,66452543,13,10,10,10,13,13,12,12,13,13,14
"2240","Fislisbach",2664500,1254200,66452542,36,31,32,31,38,34,36,95,45,41,42
"2241","Fislisbach",2664500,1254100,66452541,24,22,22,21,21,19,19,20,20,20,20
"2242","Fislisbach",2664500,1254000,66452540,18,25,27,25,27,27,27,26,27,27,27
"2243","Fislisbach",2664500,1253900,66452539,24,20,18,20,18,18,20,16,16,17,18
"2244","Fislisbach",2664500,1253800,66452538,53,42,39,35,39,34,40,50,46,50,52
"2245","Fislisbach",2664500,1253700,66452537,4,8,8,8,8,8,8,4,4,4,4
"2246","Niederrohrdorf",2664500,1252700,66452527,6,6,3,5,5,6,6,6,6,6,5
"2247","Niederrohrdorf",2664500,1252000,66452520,3,3,3,3,3,3,3,3,3,3,3
"2248","Niederrohrdorf",2664500,1251900,66452519,3,3,3,3,3,3,3,3,3,3,3
"2249","Stetten (AG)",2664500,1251000,66452510,3,3,3,3,3,3,3,3,7,6,6
"2250","Stetten (AG)",2664500,1250900,66452509,8,8,8,8,8,8,8,9,10,9,8
"2251","Obersiggenthal",2664400,1260500,66442605,6,4,4,6,6,6,6,5,6,4,5
"2252","Obersiggenthal",2664400,1260400,66442604,49,49,52,50,50,47,45,44,53,47,42
"2253","Obersiggenthal",2664400,1260300,66442603,49,49,45,51,51,47,51,49,55,50,52
"2254","Obersiggenthal",2664400,1260200,66442602,64,62,59,61,58,48,50,54,53,51,56
"2255","Obersiggenthal",2664400,1260100,66442601,46,34,41,44,42,49,37,48,41,50,48
"2256","Obersiggenthal",2664400,1260000,66442600,31,36,35,26,31,35,32,30,28,29,26
"2257","Obersiggenthal",2664400,1259800,66442598,66,64,63,59,65,67,68,66,41,36,36
"2258","Baden",2664400,1259700,66442597,12,13,13,13,13,14,14,13,40,41,40
"2259","Obersiggenthal",2664400,1259700,66442597,12,13,13,13,13,14,14,13,40,41,40
"2260","Baden",2664400,1259600,66442596,6,8,7,7,7,6,5,5,5,6,6
"2261","Baden",2664400,1259500,66442595,40,35,37,36,38,41,40,47,43,46,42
"2262","Baden",2664400,1259400,66442594,77,84,88,86,78,87,90,90,92,91,91
"2263","Baden",2664400,1259300,66442593,34,31,33,32,31,38,31,37,37,36,33
"2264","Baden",2664400,1258700,66442587,3,3,3,3,3,3,3,3,3,3,3
"2265","Baden",2664400,1258600,66442586,23,26,27,27,26,23,24,16,16,20,20
"2266","Baden",2664400,1258500,66442585,21,26,22,24,12,12,12,13,14,14,19
"2267","Baden",2664400,1258400,66442584,76,73,70,77,73,72,72,66,60,15,26
"2268","Baden",2664400,1258300,66442583,5,5,5,5,5,5,7,7,7,7,7
"2269","Baden",2664400,1257900,66442579,22,22,22,22,22,22,22,22,22,22,22
"2270","Baden",2664400,1257800,66442578,45,38,38,42,40,36,32,23,19,18,18
"2271","Baden",2664400,1257700,66442577,125,114,115,105,112,109,102,98,104,104,101
"2272","Baden",2664400,1257600,66442576,41,48,48,48,46,44,40,39,43,47,40
"2273","Baden",2664400,1255900,66442559,3,3,3,3,3,3,3,3,3,3,3
"2274","Baden",2664400,1255600,66442556,16,4,4,4,4,4,4,12,13,12,13
"2275","Baden",2664400,1255500,66442555,6,6,6,6,6,6,6,5,5,4,4
"2276","Baden",2664400,1255400,66442554,3,3,3,3,3,3,3,3,3,3,3
"2277","Baden",2664400,1255100,66442551,10,12,5,8,6,8,9,3,3,3,3
"2278","Fislisbach",2664400,1255100,66442551,10,12,5,8,6,8,9,3,3,3,3
"2279","Fislisbach",2664400,1255000,66442550,14,20,17,16,17,16,20,16,16,16,16
"2280","Fislisbach",2664400,1254900,66442549,3,26,26,26,23,24,22,21,21,22,20
"2281","Fislisbach",2664400,1254700,66442547,9,4,4,4,3,3,3,3,3,3,3
"2282","Fislisbach",2664400,1254500,66442545,28,29,37,40,40,40,40,38,34,23,30
"2283","Fislisbach",2664400,1254400,66442544,51,36,30,35,40,41,38,47,50,49,50
"2284","Fislisbach",2664400,1254300,66442543,81,79,82,84,84,82,81,94,90,160,87
"2285","Fislisbach",2664400,1254200,66442542,66,61,60,55,65,63,67,58,54,48,47
"2286","Fislisbach",2664400,1254100,66442541,36,37,37,41,44,45,45,43,48,48,48
"2287","Fislisbach",2664400,1254000,66442540,43,42,42,45,46,44,46,55,45,46,41
"2288","Fislisbach",2664400,1253900,66442539,49,72,70,68,61,68,69,48,45,47,44
"2289","Fislisbach",2664400,1253800,66442538,54,63,62,64,65,69,67,63,64,62,59
"2290","Fislisbach",2664400,1253700,66442537,17,14,14,14,13,15,15,19,18,18,17
"2291","Niederrohrdorf",2664400,1253000,66442530,7,7,8,9,8,8,6,6,7,4,3
"2292","Mellingen",2664400,1252000,66442520,6,6,6,6,6,6,6,6,6,6,6
"2293","Niederrohrdorf",2664400,1252000,66442520,6,6,6,6,6,6,6,6,6,6,6
"2294","Niederrohrdorf",2664400,1251900,66442519,4,5,6,6,6,6,6,7,3,3,3
"2295","Niederrohrdorf",2664400,1251800,66442518,9,4,4,4,6,6,6,6,9,7,7
"2296","Obersiggenthal",2664300,1260500,66432605,24,24,24,24,25,24,25,25,26,26,25
"2297","Obersiggenthal",2664300,1260400,66432604,36,34,38,38,39,35,41,41,40,30,29
"2298","Obersiggenthal",2664300,1260300,66432603,60,68,69,66,67,64,65,67,64,63,65
"2299","Obersiggenthal",2664300,1260200,66432602,58,61,60,52,53,57,59,56,61,62,59
"2300","Obersiggenthal",2664300,1260100,66432601,134,103,107,110,101,114,112,112,135,129,136
"2301","Obersiggenthal",2664300,1260000,66432600,119,97,101,90,92,92,89,89,147,146,144
"2302","Obersiggenthal",2664300,1259900,66432599,52,53,58,54,50,44,46,52,47,48,48
"2303","Obersiggenthal",2664300,1259800,66432598,38,32,41,40,39,43,46,50,49,47,46
"2304","Baden",2664300,1259700,66432597,19,20,20,22,22,24,25,24,24,25,26
"2305","Obersiggenthal",2664300,1259700,66432597,19,20,20,22,22,24,25,24,24,25,26
"2306","Baden",2664300,1259500,66432595,32,37,36,35,37,35,37,36,33,33,34
"2307","Baden",2664300,1259400,66432594,74,78,72,71,79,82,82,82,84,84,84
"2308","Baden",2664300,1259300,66432593,27,23,22,26,29,30,29,33,32,31,29
"2309","Baden",2664300,1258600,66432586,13,11,11,12,12,13,13,14,15,15,15
"2310","Baden",2664300,1258500,66432585,37,38,41,46,46,44,43,43,41,38,38
"2311","Baden",2664300,1258400,66432584,78,74,81,75,77,70,62,66,63,56,62
"2312","Baden",2664300,1258300,66432583,37,51,51,51,50,50,46,44,34,34,31
"2313","Baden",2664300,1257800,66432578,11,12,13,14,13,15,17,17,18,17,18
"2314","Baden",2664300,1257700,66432577,25,24,21,21,24,24,28,23,23,23,26
"2315","Baden",2664300,1257600,66432576,70,91,94,95,96,93,95,84,81,85,83
"2316","Baden",2664300,1257500,66432575,27,31,33,35,34,27,28,41,38,41,43
"2317","Baden",2664300,1255900,66432559,3,20,22,20,20,17,20,6,6,6,3
"2318","Baden",2664300,1255800,66432558,7,3,3,3,3,6,6,7,7,7,7
"2319","Baden",2664300,1255700,66432557,4,4,4,4,4,4,4,4,4,4,4
"2320","Baden",2664300,1255600,66432556,3,3,3,3,3,3,3,3,3,3,3
"2321","Fislisbach",2664300,1255000,66432550,48,44,45,42,40,42,43,43,44,44,43
"2322","Fislisbach",2664300,1254900,66432549,119,75,74,67,66,69,72,73,71,67,58
"2323","Fislisbach",2664300,1254800,66432548,71,72,71,69,73,69,70,69,74,74,84
"2324","Fislisbach",2664300,1254700,66432547,50,61,60,64,64,68,68,69,66,71,64
"2325","Fislisbach",2664300,1254600,66432546,35,34,38,35,35,39,36,39,38,38,43
"2326","Fislisbach",2664300,1254500,66432545,42,47,43,41,45,47,41,42,39,43,41
"2327","Fislisbach",2664300,1254400,66432544,37,42,45,46,44,43,41,47,42,37,43
"2328","Fislisbach",2664300,1254300,66432543,44,48,52,51,48,43,41,35,41,40,41
"2329","Fislisbach",2664300,1254200,66432542,45,53,56,50,51,45,62,57,63,59,61
"2330","Fislisbach",2664300,1254100,66432541,38,38,36,37,34,33,35,14,16,16,15
"2331","Fislisbach",2664300,1254000,66432540,72,89,80,92,85,81,87,80,82,77,83
"2332","Fislisbach",2664300,1253900,66432539,65,39,36,28,32,34,32,56,56,46,54
"2333","Fislisbach",2664300,1253800,66432538,40,40,43,43,41,41,39,42,42,43,38
"2334","Fislisbach",2664300,1253700,66432537,13,12,12,13,13,13,13,12,9,13,13
"2335","Mellingen",2664300,1252800,66432528,3,3,3,3,3,3,3,3,3,3,3
"2336","Niederrohrdorf",2664300,1252800,66432528,3,3,3,3,3,3,3,3,3,3,3
"2337","Mellingen",2664300,1251800,66432518,9,9,9,3,3,3,8,8,8,8,7
"2338","Niederrohrdorf",2664300,1251800,66432518,9,9,9,3,3,3,8,8,8,8,7
"2339","Obersiggenthal",2664200,1260900,66422609,4,4,4,4,4,4,4,4,4,4,4
"2340","Obersiggenthal",2664200,1260500,66422605,3,3,3,3,3,3,3,3,3,3,3
"2341","Obersiggenthal",2664200,1260400,66422604,66,66,66,66,65,65,61,62,59,64,64
"2342","Obersiggenthal",2664200,1260300,66422603,56,75,70,72,70,69,64,65,54,54,56
"2343","Obersiggenthal",2664200,1260200,66422602,72,57,54,59,46,47,48,46,77,71,70
"2344","Obersiggenthal",2664200,1260100,66422601,32,44,38,36,38,37,40,43,20,21,21
"2345","Obersiggenthal",2664200,1260000,66422600,173,192,190,192,196,186,190,187,130,129,128
"2346","Obersiggenthal",2664200,1259900,66422599,94,101,102,87,96,100,87,93,95,104,102
"2347","Obersiggenthal",2664200,1259800,66422598,80,68,63,56,68,67,64,61,77,75,77
"2348","Baden",2664200,1259700,66422597,32,37,36,35,31,34,34,34,30,30,29
"2349","Obersiggenthal",2664200,1259700,66422597,32,37,36,35,31,34,34,34,30,30,29
"2350","Baden",2664200,1259500,66422595,81,85,88,80,87,87,95,90,91,91,93
"2351","Baden",2664200,1259400,66422594,110,110,107,116,112,118,110,112,117,115,122
"2352","Baden",2664200,1258600,66422586,42,36,34,34,34,34,31,38,38,35,37
"2353","Baden",2664200,1258500,66422585,16,27,30,26,27,27,26,27,24,23,23
"2354","Baden",2664200,1258400,66422584,92,89,90,85,82,89,86,83,80,73,76
"2355","Baden",2664200,1258300,66422583,29,13,13,13,13,13,13,16,29,29,32
"2356","Baden",2664200,1257800,66422578,23,24,24,16,16,16,18,18,18,18,17
"2357","Baden",2664200,1257700,66422577,19,20,20,21,22,28,27,26,22,25,25
"2358","Baden",2664200,1257600,66422576,69,63,56,68,72,63,67,39,39,43,43
"2359","Baden",2664200,1257500,66422575,111,95,91,90,86,81,83,113,107,104,108
"2360","Baden",2664200,1257400,66422574,39,38,43,45,44,42,41,29,37,37,37
"2361","Baden",2664200,1255900,66422559,19,4,4,4,4,4,4,16,21,18,18
"2362","Baden",2664200,1255800,66422558,9,8,8,8,6,10,7,9,4,4,4
"2363","Baden",2664200,1255700,66422557,3,4,5,5,5,6,6,3,3,3,3
"2364","Baden",2664200,1255600,66422556,4,4,4,4,4,4,4,4,4,4,4
"2365","Fislisbach",2664200,1255000,66422550,20,23,22,23,24,25,22,24,25,26,26
"2366","Fislisbach",2664200,1254900,66422549,44,46,47,45,42,42,40,41,41,40,47
"2367","Fislisbach",2664200,1254800,66422548,33,35,37,38,36,29,29,29,32,35,35
"2368","Fislisbach",2664200,1254700,66422547,114,109,108,103,91,106,103,88,94,92,95
"2369","Fislisbach",2664200,1254600,66422546,73,75,75,76,77,76,77,85,85,87,80
"2370","Fislisbach",2664200,1254500,66422545,7,7,5,7,7,7,7,7,7,7,10
"2371","Fislisbach",2664200,1254400,66422544,63,28,27,26,26,20,16,17,18,21,23
"2372","Fislisbach",2664200,1254300,66422543,58,41,41,44,40,44,44,35,21,17,24
"2373","Fislisbach",2664200,1254200,66422542,43,32,34,35,32,26,28,26,26,25,24
"2374","Fislisbach",2664200,1254100,66422541,67,65,64,63,65,63,63,80,75,80,78
"2375","Fislisbach",2664200,1254000,66422540,111,98,94,91,101,93,85,86,91,90,89
"2376","Fislisbach",2664200,1253900,66422539,100,83,87,87,87,86,86,92,126,55,54
"2377","Fislisbach",2664200,1253800,66422538,13,10,10,10,12,12,12,12,12,12,12
"2378","Fislisbach",2664200,1253500,66422535,6,6,6,6,5,4,5,4,4,4,4
"2379","Mellingen",2664200,1251800,66422518,3,3,3,4,4,4,4,3,3,4,4
"2380","Niederrohrdorf",2664200,1251800,66422518,3,3,3,4,4,4,4,3,3,4,4
"2381","Stetten (AG)",2664200,1251800,66422518,3,3,3,4,4,4,4,3,3,4,4
"2382","Mellingen",2664200,1251700,66422517,6,13,13,14,14,14,13,11,6,3,3
"2383","Niederrohrdorf",2664200,1251700,66422517,6,13,13,14,14,14,13,11,6,3,3
"2384","Stetten (AG)",2664200,1251700,66422517,6,13,13,14,14,14,13,11,6,3,3
"2385","Obersiggenthal",2664100,1260800,66412608,4,5,5,5,5,6,6,6,6,5,5
"2386","Obersiggenthal",2664100,1260600,66412606,7,7,3,5,5,5,5,5,5,6,6
"2387","Obersiggenthal",2664100,1260500,66412605,19,27,28,28,24,25,24,23,25,24,24
"2388","Obersiggenthal",2664100,1260400,66412604,51,52,47,49,50,52,51,53,44,41,38
"2389","Obersiggenthal",2664100,1260300,66412603,42,42,43,40,39,39,38,38,41,41,46
"2390","Obersiggenthal",2664100,1260200,66412602,81,77,71,86,81,80,85,83,113,108,116
"2391","Obersiggenthal",2664100,1260100,66412601,4,4,4,4,4,4,4,4,4,4,4
"2392","Obersiggenthal",2664100,1260000,66412600,121,118,116,115,115,124,119,163,141,138,145
"2393","Obersiggenthal",2664100,1259900,66412599,70,64,63,70,71,69,79,78,72,74,77
"2394","Obersiggenthal",2664100,1259800,66412598,81,91,92,87,88,87,89,91,77,75,79
"2395","Baden",2664100,1259700,66412597,53,51,51,50,42,39,40,40,49,51,48
"2396","Obersiggenthal",2664100,1259700,66412597,53,51,51,50,42,39,40,40,49,51,48
"2397","Baden",2664100,1259500,66412595,40,38,37,38,38,37,34,29,32,34,27
"2398","Baden",2664100,1259400,66412594,156,156,147,149,159,156,161,164,164,160,158
"2399","Baden",2664100,1259300,66412593,8,8,9,8,10,10,10,11,11,10,10
"2400","Baden",2664100,1258600,66412586,29,25,23,23,19,21,20,22,22,21,19
"2401","Baden",2664100,1258500,66412585,52,47,53,51,49,49,51,48,44,39,33
"2402","Baden",2664100,1258400,66412584,15,26,26,25,20,25,25,15,15,14,14
"2403","Baden",2664100,1257800,66412578,3,8,8,8,4,6,6,5,5,7,7
"2404","Baden",2664100,1257700,66412577,27,27,26,24,22,22,20,20,21,23,23
"2405","Baden",2664100,1257600,66412576,35,29,31,30,30,30,31,38,39,38,36
"2406","Baden",2664100,1257500,66412575,99,106,104,93,98,103,97,91,93,96,92
"2407","Baden",2664100,1257400,66412574,127,129,124,125,126,126,124,134,73,69,70
"2408","Baden",2664100,1256000,66412560,54,64,64,66,65,63,62,56,55,56,53
"2409","Baden",2664100,1255900,66412559,30,21,25,17,9,9,10,11,12,13,13
"2410","Fislisbach",2664100,1255000,66412550,42,43,44,42,42,42,44,45,48,50,47
"2411","Fislisbach",2664100,1254900,66412549,64,57,58,62,62,68,68,64,66,66,70
"2412","Fislisbach",2664100,1254800,66412548,53,54,56,59,60,52,59,51,53,46,45
"2413","Fislisbach",2664100,1254700,66412547,143,166,150,154,162,167,156,136,121,116,123
